['0.039579', '0.003607', '0.002989', '0.019388', '0.003441', '0.004650', '0.003207', '0.014897', '0.002645', '0.002137', '0.002305', '0.004692', '0.004978', '0.003153', '0.003067', '0.004550', '0.004419', '0.002767', '0.006364', '0.002731', '0.001611', '0.003363', '0.008329', '0.003121', '0.002269', '0.001408', '0.006570', '0.006182', '0.000992', '0.001390', '0.006740', '0.005556', '0.001735', '0.001581', '0.001126', '0.003483', '0.001316', '0.001150', '0.001881', '0.004205', '0.001490', '0.001272', '0.001154', '0.000858', '0.000940', '0.001328', '0.001460', '0.001344', '0.001220', '0.001182', '0.002895', '0.000820', '0.001771', '0.000960', '0.003197', '0.001178', '0.002153', '0.701497', '0.070279']
['0.039882', '0.005014', '0.003065', '0.014978', '0.003106', '0.005145', '0.002890', '0.010914', '0.002344', '0.001819', '0.002151', '0.003932', '0.003834', '0.002527', '0.002341', '0.003192', '0.003400', '0.002212', '0.004330', '0.002044', '0.001438', '0.002423', '0.005609', '0.002039', '0.002058', '0.001213', '0.004259', '0.003455', '0.001150', '0.001260', '0.004550', '0.003373', '0.001369', '0.001589', '0.001117', '0.002176', '0.001117', '0.001207', '0.001474', '0.002709', '0.001037', '0.001164', '0.001089', '0.000944', '0.001010', '0.001356', '0.001422', '0.001290', '0.001199', '0.001320', '0.002901', '0.001191', '0.002607', '0.001350', '0.003460', '0.001435', '0.002684', '0.728671', '0.074470']
['0.040047', '0.004943', '0.002949', '0.015542', '0.003091', '0.005481', '0.002771', '0.011019', '0.002502', '0.002029', '0.002248', '0.003971', '0.003692', '0.002901', '0.002277', '0.003611', '0.003352', '0.002330', '0.004697', '0.002044', '0.001533', '0.002360', '0.005750', '0.002262', '0.002057', '0.001306', '0.004425', '0.004077', '0.001079', '0.001185', '0.005152', '0.003537', '0.001438', '0.001639', '0.001107', '0.002398', '0.001158', '0.001289', '0.001478', '0.002737', '0.001270', '0.001215', '0.001196', '0.000986', '0.001094', '0.001425', '0.001448', '0.001200', '0.001173', '0.001349', '0.003416', '0.001190', '0.002472', '0.001385', '0.003509', '0.001497', '0.002748', '0.722952', '0.075381']
['0.039854', '0.005400', '0.002916', '0.012291', '0.003068', '0.005520', '0.002852', '0.009653', '0.002618', '0.002246', '0.002354', '0.003908', '0.003747', '0.002577', '0.002513', '0.003483', '0.003416', '0.002274', '0.003941', '0.002168', '0.001987', '0.002349', '0.004864', '0.002279', '0.002343', '0.001540', '0.003258', '0.003663', '0.001345', '0.001493', '0.003408', '0.003160', '0.001490', '0.001968', '0.001115', '0.001829', '0.001165', '0.001573', '0.001354', '0.002471', '0.001095', '0.001109', '0.001120', '0.000948', '0.001073', '0.001334', '0.001354', '0.001173', '0.001006', '0.001215', '0.002791', '0.001267', '0.002596', '0.001398', '0.003110', '0.001487', '0.002663', '0.735789', '0.071268']
['0.041603', '0.005328', '0.002913', '0.013182', '0.003058', '0.006092', '0.002880', '0.010206', '0.002677', '0.002123', '0.002317', '0.003506', '0.003535', '0.002690', '0.002436', '0.003216', '0.003330', '0.002094', '0.004524', '0.001897', '0.002006', '0.002274', '0.005265', '0.001990', '0.002475', '0.001484', '0.003928', '0.003969', '0.001236', '0.001455', '0.004266', '0.003336', '0.001582', '0.001900', '0.000950', '0.002335', '0.001138', '0.001582', '0.001490', '0.002798', '0.001011', '0.001183', '0.001204', '0.000995', '0.001089', '0.001376', '0.001390', '0.001459', '0.001181', '0.001335', '0.003109', '0.001255', '0.002655', '0.001359', '0.003064', '0.001525', '0.002794', '0.726989', '0.074461']
['0.039084', '0.005365', '0.002911', '0.013634', '0.003174', '0.005545', '0.002681', '0.010047', '0.002321', '0.001758', '0.002158', '0.003810', '0.003440', '0.002494', '0.001995', '0.003347', '0.003117', '0.001845', '0.003833', '0.001975', '0.001562', '0.002068', '0.004409', '0.001892', '0.002295', '0.001385', '0.003354', '0.002837', '0.000996', '0.001102', '0.003150', '0.002698', '0.001375', '0.001642', '0.000863', '0.001728', '0.001059', '0.001285', '0.001209', '0.001958', '0.000969', '0.001066', '0.000936', '0.000769', '0.000816', '0.001189', '0.001192', '0.001022', '0.000959', '0.001052', '0.002464', '0.001002', '0.002501', '0.001189', '0.002861', '0.001229', '0.002494', '0.749861', '0.067328']
['0.046195', '0.005660', '0.003499', '0.014915', '0.003690', '0.006570', '0.003107', '0.010964', '0.002798', '0.002077', '0.002464', '0.003894', '0.003808', '0.002890', '0.002495', '0.003526', '0.003494', '0.002184', '0.004140', '0.002003', '0.001548', '0.002351', '0.004823', '0.002150', '0.002636', '0.001438', '0.003544', '0.003133', '0.000942', '0.001177', '0.003565', '0.002736', '0.001601', '0.001930', '0.000931', '0.001951', '0.001143', '0.001407', '0.001316', '0.002147', '0.001044', '0.001161', '0.001117', '0.000908', '0.001106', '0.001378', '0.001326', '0.001180', '0.001028', '0.001261', '0.002832', '0.001208', '0.003026', '0.001436', '0.003340', '0.001514', '0.002843', '0.716927', '0.078050']
['0.032479', '0.001570', '0.002517', '0.018046', '0.001786', '0.001915', '0.002413', '0.015168', '0.002097', '0.001433', '0.001508', '0.005673', '0.004689', '0.001715', '0.001840', '0.004872', '0.004494', '0.002687', '0.004938', '0.002567', '0.001018', '0.002426', '0.005167', '0.002538', '0.001487', '0.001150', '0.004893', '0.004648', '0.000648', '0.000893', '0.005512', '0.004066', '0.001030', '0.000752', '0.000926', '0.002907', '0.000889', '0.000469', '0.001180', '0.002284', '0.000959', '0.000673', '0.000498', '0.000303', '0.000415', '0.000739', '0.000581', '0.000436', '0.000444', '0.000266', '0.001296', '0.000183', '0.000390', '0.000278', '0.001591', '0.000204', '0.000324', '0.787406', '0.036616']
['0.035165', '0.002116', '0.002636', '0.018061', '0.002152', '0.001977', '0.002662', '0.015046', '0.002132', '0.001645', '0.001825', '0.005056', '0.004488', '0.001838', '0.001848', '0.004378', '0.004210', '0.002720', '0.005263', '0.002181', '0.001024', '0.002443', '0.005644', '0.002556', '0.001389', '0.001341', '0.005276', '0.005124', '0.000575', '0.001015', '0.005822', '0.005082', '0.000927', '0.000620', '0.000795', '0.003431', '0.000943', '0.000640', '0.001163', '0.002992', '0.000895', '0.000636', '0.000724', '0.000378', '0.000481', '0.000821', '0.000885', '0.000601', '0.000578', '0.000346', '0.001719', '0.000307', '0.000611', '0.000249', '0.001974', '0.000281', '0.000517', '0.771553', '0.044712']
['0.018588', '0.000847', '0.001038', '0.012084', '0.001348', '0.001023', '0.001332', '0.010486', '0.001145', '0.000876', '0.000697', '0.002905', '0.002990', '0.001301', '0.001307', '0.002855', '0.002699', '0.001476', '0.003543', '0.001373', '0.000503', '0.001698', '0.005654', '0.001470', '0.000785', '0.000497', '0.003975', '0.004553', '0.000278', '0.000594', '0.004137', '0.003743', '0.000444', '0.000416', '0.000625', '0.002355', '0.000550', '0.000347', '0.000860', '0.002815', '0.000726', '0.000466', '0.000494', '0.000206', '0.000238', '0.000469', '0.000500', '0.000444', '0.000372', '0.000266', '0.001238', '0.000134', '0.000294', '0.000156', '0.001360', '0.000281', '0.000444', '0.853761', '0.026585']
['0.019086', '0.000905', '0.001331', '0.011605', '0.001215', '0.001323', '0.001543', '0.011028', '0.001104', '0.000963', '0.000829', '0.002874', '0.002730', '0.001437', '0.001507', '0.002773', '0.002581', '0.001636', '0.004003', '0.001341', '0.000618', '0.001971', '0.005939', '0.001439', '0.000708', '0.000575', '0.004235', '0.004399', '0.000313', '0.000519', '0.004968', '0.003791', '0.000560', '0.000330', '0.000524', '0.002664', '0.000494', '0.000265', '0.000963', '0.003242', '0.000751', '0.000486', '0.000466', '0.000250', '0.000282', '0.000469', '0.000502', '0.000517', '0.000456', '0.000232', '0.001286', '0.000164', '0.000365', '0.000194', '0.001361', '0.000234', '0.000421', '0.848445', '0.028476']
['0.043169', '0.003075', '0.002868', '0.017222', '0.002499', '0.003547', '0.002896', '0.014878', '0.002797', '0.002265', '0.002277', '0.005384', '0.004440', '0.002944', '0.003043', '0.004086', '0.004122', '0.002781', '0.006959', '0.002698', '0.001559', '0.002805', '0.008232', '0.002555', '0.001579', '0.001202', '0.005078', '0.006034', '0.000897', '0.001190', '0.006368', '0.005471', '0.001301', '0.001174', '0.000948', '0.005193', '0.001103', '0.000960', '0.001218', '0.005296', '0.001083', '0.001004', '0.000889', '0.000726', '0.000861', '0.001067', '0.000972', '0.001075', '0.001075', '0.000607', '0.002583', '0.000555', '0.001412', '0.000805', '0.002956', '0.000722', '0.001559', '0.715276', '0.063867']
['0.045148', '0.003346', '0.002885', '0.018215', '0.003096', '0.003742', '0.002969', '0.016721', '0.002721', '0.002248', '0.002344', '0.004997', '0.004586', '0.003185', '0.003229', '0.004215', '0.004645', '0.002588', '0.007787', '0.002851', '0.001311', '0.002966', '0.009899', '0.002975', '0.001528', '0.000962', '0.006071', '0.007076', '0.000835', '0.000875', '0.006915', '0.007289', '0.001101', '0.000854', '0.000841', '0.006071', '0.000974', '0.000745', '0.001491', '0.006442', '0.001305', '0.001008', '0.000952', '0.000813', '0.000900', '0.001089', '0.001163', '0.001438', '0.001265', '0.000696', '0.003250', '0.000581', '0.001361', '0.000693', '0.003498', '0.000838', '0.001549', '0.693291', '0.070280']
['0.024766', '0.001304', '0.001672', '0.012102', '0.002067', '0.001229', '0.001736', '0.011245', '0.001743', '0.001266', '0.001326', '0.004224', '0.003434', '0.001855', '0.001628', '0.003289', '0.003512', '0.001866', '0.004291', '0.002052', '0.000894', '0.002030', '0.005200', '0.002194', '0.001058', '0.000507', '0.003874', '0.003736', '0.000495', '0.000544', '0.003479', '0.003825', '0.000570', '0.000350', '0.000544', '0.002674', '0.000577', '0.000391', '0.000678', '0.003077', '0.000693', '0.000365', '0.000294', '0.000346', '0.000268', '0.000480', '0.000469', '0.000440', '0.000406', '0.000164', '0.000719', '0.000183', '0.000466', '0.000212', '0.000980', '0.000190', '0.000395', '0.833516', '0.029735']
['0.024344', '0.001261', '0.001620', '0.010870', '0.001825', '0.001381', '0.001813', '0.009581', '0.001488', '0.001387', '0.001346', '0.003417', '0.003042', '0.001683', '0.001677', '0.003162', '0.003354', '0.001772', '0.003742', '0.001838', '0.000832', '0.001668', '0.004918', '0.001866', '0.000971', '0.000451', '0.003165', '0.003997', '0.000457', '0.000473', '0.003449', '0.003480', '0.000574', '0.000350', '0.000542', '0.002513', '0.000596', '0.000325', '0.000656', '0.002922', '0.000530', '0.000416', '0.000410', '0.000388', '0.000448', '0.000350', '0.000435', '0.000485', '0.000457', '0.000214', '0.000826', '0.000199', '0.000448', '0.000195', '0.000898', '0.000214', '0.000372', '0.844259', '0.028253']
['0.038806', '0.002122', '0.002845', '0.023458', '0.003081', '0.002560', '0.003044', '0.020550', '0.002502', '0.002486', '0.002448', '0.007453', '0.006625', '0.003362', '0.003296', '0.006489', '0.006563', '0.004615', '0.010298', '0.003867', '0.001460', '0.004636', '0.013950', '0.004115', '0.001894', '0.001141', '0.011659', '0.011410', '0.000835', '0.001348', '0.011878', '0.011270', '0.001063', '0.000831', '0.001435', '0.008561', '0.001385', '0.000931', '0.002126', '0.009756', '0.001613', '0.001195', '0.001133', '0.001001', '0.001046', '0.001203', '0.001452', '0.001340', '0.001398', '0.000740', '0.003474', '0.000521', '0.001344', '0.000612', '0.003751', '0.000641', '0.001299', '0.642226', '0.068777']
['0.035704', '0.002288', '0.002721', '0.023271', '0.002911', '0.002450', '0.003124', '0.019988', '0.002380', '0.002361', '0.002393', '0.006897', '0.006887', '0.002889', '0.003061', '0.006341', '0.006271', '0.004612', '0.009350', '0.004427', '0.001567', '0.004113', '0.012719', '0.004195', '0.002247', '0.001684', '0.010831', '0.010437', '0.001300', '0.001236', '0.011925', '0.010034', '0.001306', '0.001243', '0.001462', '0.007612', '0.001586', '0.001160', '0.002075', '0.008317', '0.001843', '0.001437', '0.001344', '0.001119', '0.000992', '0.001611', '0.001452', '0.001313', '0.001456', '0.000845', '0.003928', '0.000667', '0.001211', '0.000642', '0.004265', '0.000766', '0.001262', '0.653332', '0.067699']
['0.048872', '0.002830', '0.003897', '0.019674', '0.003349', '0.003104', '0.003215', '0.017961', '0.003368', '0.002639', '0.003136', '0.006450', '0.005845', '0.003266', '0.002999', '0.005440', '0.005730', '0.003171', '0.008519', '0.003174', '0.001394', '0.003741', '0.008901', '0.003432', '0.001611', '0.001277', '0.006968', '0.006965', '0.000923', '0.001213', '0.007564', '0.007417', '0.001194', '0.001016', '0.001197', '0.007249', '0.001063', '0.001041', '0.001649', '0.006606', '0.001318', '0.000920', '0.000942', '0.000869', '0.000895', '0.001117', '0.001168', '0.001111', '0.001009', '0.000672', '0.003152', '0.000541', '0.001146', '0.000618', '0.003473', '0.000637', '0.001146', '0.675142', '0.069621']
['0.041437', '0.002561', '0.003113', '0.016598', '0.003023', '0.002819', '0.003208', '0.014714', '0.002785', '0.002097', '0.002234', '0.005397', '0.005196', '0.002819', '0.002752', '0.004658', '0.004597', '0.002830', '0.005856', '0.002735', '0.001548', '0.003281', '0.006775', '0.003135', '0.001797', '0.001103', '0.005162', '0.005557', '0.000957', '0.001201', '0.005800', '0.004947', '0.001299', '0.001103', '0.000817', '0.004552', '0.000845', '0.000949', '0.001534', '0.004143', '0.001265', '0.000896', '0.000823', '0.000512', '0.000717', '0.000756', '0.001100', '0.000938', '0.000868', '0.000476', '0.002153', '0.000406', '0.000924', '0.000442', '0.002326', '0.000574', '0.001044', '0.738324', '0.052732']
['0.014357', '0.001129', '0.001317', '0.006193', '0.001023', '0.001427', '0.001203', '0.004868', '0.000952', '0.000835', '0.000941', '0.002885', '0.002344', '0.001266', '0.001309', '0.002320', '0.002281', '0.001321', '0.001431', '0.001121', '0.001086', '0.001227', '0.002336', '0.001442', '0.001207', '0.000760', '0.001525', '0.001521', '0.000533', '0.000729', '0.001846', '0.001533', '0.000804', '0.000506', '0.000337', '0.000847', '0.000447', '0.000572', '0.000670', '0.000796', '0.000474', '0.000302', '0.000208', '0.000141', '0.000125', '0.000388', '0.000270', '0.000243', '0.000267', '0.000141', '0.000321', '0.000063', '0.000153', '0.000078', '0.000376', '0.000110', '0.000169', '0.903846', '0.014373']
['0.015104', '0.001050', '0.001376', '0.006676', '0.001218', '0.001373', '0.001477', '0.005050', '0.000871', '0.000801', '0.000868', '0.002914', '0.002382', '0.001322', '0.001265', '0.002537', '0.002184', '0.001464', '0.001770', '0.001050', '0.001030', '0.001450', '0.001938', '0.001252', '0.001168', '0.000838', '0.001740', '0.001306', '0.000458', '0.000902', '0.001689', '0.001157', '0.000710', '0.000471', '0.000343', '0.000824', '0.000326', '0.000616', '0.000851', '0.000596', '0.000464', '0.000323', '0.000252', '0.000114', '0.000128', '0.000313', '0.000347', '0.000249', '0.000222', '0.000151', '0.000468', '0.000084', '0.000111', '0.000084', '0.000434', '0.000074', '0.000145', '0.903452', '0.014411']
['0.008476', '0.000449', '0.000569', '0.004154', '0.000631', '0.000636', '0.000729', '0.003446', '0.000498', '0.000378', '0.000458', '0.001583', '0.001347', '0.000498', '0.000565', '0.001281', '0.001192', '0.000712', '0.000876', '0.000689', '0.000480', '0.000618', '0.001067', '0.000707', '0.000454', '0.000236', '0.001036', '0.000845', '0.000222', '0.000187', '0.000881', '0.000796', '0.000334', '0.000151', '0.000240', '0.000360', '0.000271', '0.000138', '0.000231', '0.000360', '0.000249', '0.000102', '0.000120', '0.000084', '0.000058', '0.000173', '0.000138', '0.000071', '0.000102', '0.000044', '0.000191', '0.000027', '0.000071', '0.000031', '0.000285', '0.000044', '0.000102', '0.942922', '0.008792']
['0.010664', '0.000642', '0.000819', '0.005051', '0.000678', '0.000754', '0.000898', '0.004044', '0.000664', '0.000361', '0.000491', '0.001923', '0.001411', '0.000617', '0.000657', '0.001436', '0.001317', '0.000743', '0.000815', '0.000722', '0.000491', '0.000624', '0.001223', '0.000736', '0.000548', '0.000224', '0.001046', '0.001201', '0.000263', '0.000170', '0.001021', '0.000942', '0.000361', '0.000133', '0.000213', '0.000310', '0.000289', '0.000141', '0.000263', '0.000336', '0.000339', '0.000173', '0.000115', '0.000090', '0.000058', '0.000234', '0.000141', '0.000069', '0.000083', '0.000032', '0.000271', '0.000011', '0.000072', '0.000014', '0.000350', '0.000025', '0.000101', '0.935943', '0.010466']
['0.026978', '0.001467', '0.001861', '0.018213', '0.001899', '0.001746', '0.002032', '0.015474', '0.001582', '0.001342', '0.001366', '0.005552', '0.004356', '0.002101', '0.001952', '0.004639', '0.004503', '0.002931', '0.005607', '0.002593', '0.001161', '0.002945', '0.008929', '0.002541', '0.001422', '0.000767', '0.006939', '0.007357', '0.000645', '0.000718', '0.007733', '0.006928', '0.000707', '0.000829', '0.001025', '0.003963', '0.000972', '0.000582', '0.001439', '0.005388', '0.000955', '0.000857', '0.000955', '0.000484', '0.000488', '0.001028', '0.000976', '0.000871', '0.000822', '0.000498', '0.003248', '0.000457', '0.000634', '0.000387', '0.003245', '0.000519', '0.000728', '0.761075', '0.044626']
['0.028871', '0.001567', '0.001980', '0.016444', '0.002386', '0.002055', '0.002210', '0.014773', '0.001850', '0.001519', '0.001695', '0.005133', '0.004567', '0.002666', '0.002493', '0.004300', '0.004447', '0.002947', '0.006272', '0.002787', '0.000974', '0.003179', '0.009473', '0.003088', '0.001303', '0.000969', '0.006889', '0.007561', '0.000577', '0.000923', '0.007978', '0.007385', '0.000774', '0.000635', '0.000854', '0.004767', '0.000883', '0.000675', '0.001425', '0.006419', '0.001158', '0.000854', '0.000867', '0.000563', '0.000750', '0.000996', '0.001046', '0.001054', '0.001036', '0.000558', '0.003203', '0.000459', '0.000774', '0.000483', '0.003069', '0.000643', '0.001057', '0.749625', '0.049543']
['0.067283', '0.006280', '0.004555', '0.031114', '0.004996', '0.007027', '0.004996', '0.032012', '0.004721', '0.004987', '0.005100', '0.008280', '0.008449', '0.005777', '0.005937', '0.007790', '0.007784', '0.005496', '0.017492', '0.006065', '0.002046', '0.006375', '0.020828', '0.006056', '0.001495', '0.001541', '0.015755', '0.017127', '0.001685', '0.001863', '0.015831', '0.016395', '0.001467', '0.001905', '0.002512', '0.015883', '0.002576', '0.001863', '0.003278', '0.016802', '0.002613', '0.003287', '0.003302', '0.002585', '0.002855', '0.003266', '0.003446', '0.003547', '0.003217', '0.003241', '0.013767', '0.002904', '0.004938', '0.002745', '0.014165', '0.003226', '0.005033', '0.342752', '0.174442']
['0.064999', '0.006502', '0.004357', '0.030188', '0.004762', '0.007183', '0.005106', '0.030927', '0.004314', '0.004782', '0.004744', '0.007573', '0.007374', '0.006358', '0.006250', '0.007221', '0.006942', '0.005483', '0.018607', '0.005245', '0.001727', '0.006514', '0.023150', '0.005652', '0.001134', '0.001380', '0.017353', '0.017803', '0.001245', '0.001752', '0.019258', '0.016649', '0.001262', '0.001803', '0.002512', '0.017378', '0.002288', '0.001491', '0.002871', '0.019103', '0.002471', '0.003035', '0.002869', '0.002627', '0.002844', '0.003110', '0.003082', '0.003829', '0.003683', '0.003480', '0.014052', '0.003032', '0.005011', '0.003097', '0.013408', '0.003449', '0.005358', '0.342846', '0.173175']
['0.032160', '0.003360', '0.002201', '0.016848', '0.002069', '0.003703', '0.002114', '0.010782', '0.001796', '0.001536', '0.001765', '0.004346', '0.004156', '0.002107', '0.002004', '0.003793', '0.003332', '0.002284', '0.005017', '0.001896', '0.001163', '0.002128', '0.006550', '0.002049', '0.001505', '0.000931', '0.004637', '0.004152', '0.000567', '0.000689', '0.005087', '0.003737', '0.000675', '0.000775', '0.000851', '0.002678', '0.000879', '0.000657', '0.001149', '0.003031', '0.000723', '0.000744', '0.000692', '0.000626', '0.000557', '0.001028', '0.001125', '0.000997', '0.000723', '0.000640', '0.002062', '0.000512', '0.001547', '0.000630', '0.002889', '0.000685', '0.001564', '0.775118', '0.050057']
['0.033603', '0.003463', '0.002086', '0.018438', '0.002182', '0.003913', '0.002009', '0.013403', '0.001872', '0.001712', '0.001693', '0.004528', '0.004029', '0.002168', '0.002217', '0.003765', '0.003439', '0.002143', '0.005568', '0.002102', '0.001106', '0.001962', '0.007747', '0.002297', '0.001534', '0.000801', '0.004967', '0.006026', '0.000713', '0.000639', '0.005741', '0.004937', '0.000823', '0.000900', '0.000692', '0.003378', '0.001070', '0.000744', '0.001210', '0.004023', '0.000952', '0.000785', '0.000755', '0.000637', '0.000757', '0.001128', '0.001021', '0.001117', '0.000936', '0.000708', '0.002418', '0.000576', '0.001611', '0.000659', '0.003233', '0.000760', '0.001704', '0.753681', '0.056224']
['0.028313', '0.003179', '0.001780', '0.012474', '0.001870', '0.003400', '0.002038', '0.009573', '0.001742', '0.001603', '0.001452', '0.003470', '0.002979', '0.002152', '0.002375', '0.002616', '0.002883', '0.001716', '0.005186', '0.001672', '0.001002', '0.001882', '0.007398', '0.001966', '0.000955', '0.000520', '0.004083', '0.004428', '0.000587', '0.000682', '0.004730', '0.004263', '0.000540', '0.000601', '0.000584', '0.002793', '0.000697', '0.000601', '0.001002', '0.003818', '0.000996', '0.000616', '0.000584', '0.000540', '0.000607', '0.000810', '0.000880', '0.000961', '0.000923', '0.000589', '0.001882', '0.000520', '0.001275', '0.000563', '0.002096', '0.000665', '0.001397', '0.796266', '0.047257']
['0.030542', '0.003045', '0.001969', '0.013395', '0.002198', '0.003597', '0.002160', '0.010862', '0.001717', '0.001582', '0.001488', '0.003849', '0.003233', '0.002470', '0.002653', '0.003203', '0.003080', '0.002015', '0.005215', '0.001575', '0.001035', '0.002274', '0.007674', '0.002055', '0.001040', '0.000549', '0.004713', '0.004856', '0.000537', '0.000702', '0.005736', '0.004668', '0.000623', '0.000565', '0.000682', '0.003085', '0.000656', '0.000534', '0.001173', '0.004027', '0.000885', '0.000689', '0.000621', '0.000549', '0.000603', '0.000794', '0.000766', '0.001124', '0.000870', '0.000669', '0.002129', '0.000511', '0.001287', '0.000567', '0.002394', '0.000730', '0.001547', '0.781876', '0.050006']
['0.022158', '0.002528', '0.001526', '0.010059', '0.001841', '0.002728', '0.001459', '0.006520', '0.001504', '0.001220', '0.001277', '0.003465', '0.003002', '0.001688', '0.001798', '0.002524', '0.002865', '0.001626', '0.002916', '0.001880', '0.000960', '0.001616', '0.004857', '0.001902', '0.001571', '0.000734', '0.002675', '0.003860', '0.000558', '0.000685', '0.003341', '0.003419', '0.000819', '0.000597', '0.000556', '0.001316', '0.000799', '0.000558', '0.000913', '0.002027', '0.000850', '0.000499', '0.000501', '0.000398', '0.000390', '0.000729', '0.000719', '0.000605', '0.000574', '0.000358', '0.001005', '0.000339', '0.000862', '0.000311', '0.001275', '0.000360', '0.000940', '0.846598', '0.030989']
['0.024712', '0.002176', '0.001687', '0.012040', '0.001969', '0.002500', '0.001658', '0.008399', '0.001531', '0.001233', '0.001188', '0.004004', '0.003483', '0.001938', '0.001884', '0.002976', '0.003130', '0.001800', '0.003233', '0.001918', '0.000872', '0.001851', '0.005678', '0.002075', '0.001414', '0.000613', '0.003632', '0.004110', '0.000545', '0.000634', '0.003844', '0.004026', '0.000839', '0.000581', '0.000474', '0.001613', '0.000776', '0.000536', '0.000944', '0.002540', '0.000911', '0.000473', '0.000444', '0.000337', '0.000339', '0.000692', '0.000622', '0.000608', '0.000658', '0.000320', '0.001027', '0.000255', '0.000591', '0.000262', '0.001269', '0.000327', '0.000750', '0.833562', '0.032567']
['0.029577', '0.003072', '0.001777', '0.015905', '0.002258', '0.003033', '0.001965', '0.011488', '0.001768', '0.001370', '0.001414', '0.004138', '0.004099', '0.001827', '0.001876', '0.003357', '0.003526', '0.001852', '0.004398', '0.002173', '0.001483', '0.001791', '0.006922', '0.001948', '0.001840', '0.000850', '0.003841', '0.005436', '0.001035', '0.001099', '0.004124', '0.004683', '0.000930', '0.000805', '0.000689', '0.002289', '0.000822', '0.001262', '0.001016', '0.002892', '0.000780', '0.000617', '0.000642', '0.000426', '0.000479', '0.000830', '0.000816', '0.000700', '0.000631', '0.000468', '0.001638', '0.000443', '0.001431', '0.000457', '0.002225', '0.000537', '0.001542', '0.785987', '0.047985']
['0.031584', '0.003350', '0.001939', '0.016720', '0.002284', '0.003702', '0.002213', '0.013453', '0.001972', '0.001539', '0.001585', '0.004316', '0.004162', '0.002192', '0.002126', '0.003695', '0.003828', '0.002130', '0.005250', '0.002006', '0.001532', '0.002321', '0.008418', '0.002186', '0.002020', '0.000985', '0.005367', '0.005903', '0.001031', '0.001240', '0.006117', '0.005337', '0.001074', '0.000794', '0.000766', '0.002827', '0.001010', '0.001436', '0.001314', '0.003805', '0.000964', '0.000840', '0.000741', '0.000543', '0.000545', '0.000794', '0.000962', '0.000952', '0.000833', '0.000603', '0.001967', '0.000449', '0.001592', '0.000497', '0.002034', '0.000667', '0.001748', '0.761003', '0.052804']
['0.028216', '0.003004', '0.001967', '0.012439', '0.001833', '0.003128', '0.001945', '0.008475', '0.001495', '0.001285', '0.001441', '0.003316', '0.003036', '0.001712', '0.001766', '0.002729', '0.002803', '0.001661', '0.003610', '0.001712', '0.000874', '0.001904', '0.004952', '0.001798', '0.001467', '0.000717', '0.002847', '0.003801', '0.000558', '0.000660', '0.003507', '0.003386', '0.000689', '0.000791', '0.000552', '0.002347', '0.000819', '0.000481', '0.000886', '0.002771', '0.000858', '0.000708', '0.000692', '0.000568', '0.000641', '0.000899', '0.000816', '0.000800', '0.000682', '0.000612', '0.001939', '0.000488', '0.001406', '0.000555', '0.002548', '0.000628', '0.001562', '0.808223', '0.046535']
['0.032187', '0.002997', '0.002127', '0.014263', '0.002239', '0.003363', '0.002068', '0.010486', '0.001986', '0.001603', '0.001571', '0.003564', '0.003206', '0.002142', '0.002088', '0.003107', '0.003268', '0.002008', '0.004528', '0.001787', '0.001007', '0.002132', '0.006221', '0.001829', '0.001437', '0.000788', '0.004235', '0.004267', '0.000529', '0.000783', '0.004886', '0.003706', '0.000778', '0.000741', '0.000748', '0.002823', '0.000855', '0.000634', '0.001163', '0.003281', '0.000843', '0.000716', '0.000738', '0.000636', '0.000696', '0.000887', '0.000882', '0.000932', '0.000778', '0.000636', '0.002155', '0.000544', '0.001387', '0.000599', '0.002582', '0.000693', '0.001578', '0.784496', '0.050539']
['0.029386', '0.002342', '0.001991', '0.015839', '0.002059', '0.002894', '0.002034', '0.012405', '0.001873', '0.001422', '0.001261', '0.004566', '0.003792', '0.002174', '0.002141', '0.003638', '0.003936', '0.002224', '0.004423', '0.001837', '0.001160', '0.002432', '0.006926', '0.002342', '0.001193', '0.000892', '0.004842', '0.004473', '0.000609', '0.001110', '0.005168', '0.004552', '0.000777', '0.000791', '0.000949', '0.002528', '0.000895', '0.000745', '0.001397', '0.003459', '0.000992', '0.000799', '0.000920', '0.000505', '0.000444', '0.000967', '0.001046', '0.000816', '0.000816', '0.000584', '0.002073', '0.000534', '0.000953', '0.000412', '0.002274', '0.000580', '0.001178', '0.780937', '0.047568']
['0.035960', '0.002943', '0.002287', '0.018909', '0.002332', '0.003335', '0.002546', '0.016146', '0.002037', '0.001784', '0.001609', '0.004650', '0.004064', '0.002774', '0.002654', '0.003908', '0.004297', '0.002504', '0.006454', '0.001848', '0.000887', '0.002646', '0.010348', '0.002329', '0.001217', '0.000831', '0.006735', '0.006487', '0.000470', '0.000734', '0.008127', '0.005984', '0.000773', '0.000709', '0.000864', '0.004264', '0.000825', '0.000575', '0.001545', '0.005400', '0.001142', '0.000864', '0.000909', '0.000609', '0.000600', '0.000878', '0.000973', '0.001145', '0.000928', '0.000795', '0.002738', '0.000620', '0.001331', '0.000531', '0.002893', '0.000773', '0.001468', '0.731529', '0.059725']
